Vendedor,Doc,Fecha,Nombres,CódigoInventario,Unidades,Unitario Venta,Ventas,Costo Unitario,Total Costo,Margen,PorMargen
,FV R 11884,29/07/2020,Cliente General,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,1.00,"8,403.36","8,403.36","7,325.00","7,325.00","1,078.36",0.13
,FV R 11867,30/07/2020,Cliente General,0267011719 300-17 6L LLANTA SECURA M86 TT,1.00,"75,630.25","75,630.25","54,340.00","54,340.00","21,290.25",0.28
,FV R 11866,30/07/2020,Cliente General,10006351 RODAMIENTO BOLAS 16002/C3,1.00,"10,084.03","10,084.03",0.00,0.00,"10,084.03",1.00
,FV R 11866,30/07/2020,Cliente General,10012885 FILTRO AIRE,1.00,"6,722.69","6,722.69","5,906.96","5,906.96",815.73,0.12
,FV R 11866,30/07/2020,Cliente General,10012885 FILTRO AIRE,1.00,"6,785.71","6,785.71","5,906.96","5,906.96",878.76,0.13
,FV R 11866,30/07/2020,Cliente General,10012885 FILTRO AIRE,1.00,"7,983.19","7,983.19","5,906.96","5,906.96","2,076.23",0.26
,FV R 11866,30/07/2020,Cliente General,10012909 CAUCHO CAMPANA,1.00,"10,924.37","10,924.37","2,655.13","2,655.13","8,269.24",0.76
,FV R 11866,30/07/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"11,764.71","11,764.71","8,383.47","8,383.47","3,381.24",0.29
,FV R 11866,30/07/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"12,184.87","12,184.87","8,383.47","8,383.47","3,801.41",0.31
,FV R 11861,30/07/2020,Cliente General,10015081 KIT VALVULAS,1.00,"34,386.55","34,386.55","26,355.70","26,355.70","8,030.85",0.23
,FV R 11866,30/07/2020,Cliente General,10015081 KIT VALVULAS,1.00,"36,722.69","36,722.69","26,355.70","26,355.70","10,366.99",0.28
,FV R 11866,30/07/2020,Cliente General,10015084 BAJ KIT CUNAS DIRECCION,1.00,"18,571.43","18,571.43","15,511.00","15,511.00","3,060.43",0.16
,FV R 11866,30/07/2020,Cliente General,10015084 BAJ KIT CUNAS DIRECCION,1.00,"21,848.74","21,848.74","15,511.00","15,511.00","6,337.74",0.29
,FV R 11866,30/07/2020,Cliente General,10015085 KIT RODAM BOLAS DIR_46 PCS,1.00,"1,680.67","1,680.67","1,315.23","1,315.23",365.45,0.22
,FV R 11866,30/07/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"21,512.61","21,512.61","16,551.57","16,551.57","4,961.04",0.23
,FV R 11867,30/07/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"22,689.08","22,689.08","16,551.57","16,551.57","6,137.51",0.27
,FV R 11866,30/07/2020,Cliente General,10016089 CANASTILLA EJE CLUTCH,1.00,"5,042.02","5,042.02","3,844.92","3,844.92","1,197.09",0.24
,FV R 11861,30/07/2020,Cliente General,10016108 RETEN VALVULA,2.00,"2,794.12","5,588.24","3,391.60","6,783.20","-1,194.96",-0.21
,FV R 11867,30/07/2020,Cliente General,10016641 RODAMIENTO BOLAS CIGUENAL 6304,2.00,"11,428.57","22,857.14","9,571.03","19,142.05","3,715.09",0.16
,FV R 11867,30/07/2020,Cliente General,10016818 RODAMIENTO BOLAS EJE CLUTCH,2.00,"9,603.84","19,207.68","5,706.11","11,412.22","7,795.46",0.41
,FV R 11866,30/07/2020,Cliente General,10016893 RODAMIENTO BOLAS CAMP DEL,1.00,"11,764.71","11,764.71","10,303.00","10,303.00","1,461.71",0.12
,FV R 11866,30/07/2020,Cliente General,10030641 GUARDAFANGO DEL SIN PINTAR,1.00,"40,336.13","40,336.13","34,074.44","34,074.44","6,261.69",0.16
,FV R 11885,30/07/2020,Cliente General,10030641 GUARDAFANGO DEL SIN PINTAR,1.00,"43,907.56","43,907.56","34,074.44","34,074.44","9,833.12",0.22
,FV R 11866,30/07/2020,Cliente General,10040422 BOMBILLO FAROLA 12V 35/35W,1.00,"7,142.86","7,142.86","5,699.90","5,699.90","1,442.96",0.20
,FV R 11866,30/07/2020,Cliente General,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"9,642.86","9,642.86","7,430.72","7,430.72","2,212.14",0.23
,FV R 11866,30/07/2020,Cliente General,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"9,663.87","9,663.87","7,430.72","7,430.72","2,233.15",0.23
,FV R 11866,30/07/2020,Cliente General,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"11,344.54","11,344.54","7,430.72","7,430.72","3,913.82",0.34
,FV R 11866,30/07/2020,Cliente General,10040566 FILTRO ACEITE,1.00,"5,042.02","5,042.02","3,259.25","3,259.25","1,782.76",0.35
,FV R 11867,30/07/2020,Cliente General,10040566 FILTRO ACEITE,2.00,"5,042.02","10,084.03","3,259.25","6,518.50","3,565.53",0.35
,FV R 11867,30/07/2020,Cliente General,10040591 ANTIVIBRANTE,4.00,840.34,"3,361.34",576.00,"2,304.00","1,057.34",0.31
,FV R 11866,30/07/2020,Cliente General,10040651 CABEZA SUSPENSION DEL,1.00,"12,605.04","12,605.04","10,507.00","10,507.00","2,098.04",0.17
,FV R 11867,30/07/2020,Cliente General,10040941 ANTIVIBRANTE TANQ GASOL,1.00,"2,521.01","2,521.01","1,785.00","1,785.00",736.01,0.29
,FV R 11885,30/07/2020,Cliente General,10041442 RESORTE PEDAL FRENO,1.00,"2,100.84","2,100.84","1,635.00","1,635.00",465.84,0.22
,FV R 11866,30/07/2020,Cliente General,10041808 LEVA CLUTCH,1.00,"9,243.70","9,243.70","9,825.93","9,825.93",-582.23,-0.06
,FV R 11867,30/07/2020,Cliente General,10042107 PASTAS FRENO TRAS,1.00,"19,747.90","19,747.90","13,831.25","13,831.25","5,916.65",0.30
,FV R 11885,30/07/2020,Cliente General,10042275 RETEN TELESC,2.00,"7,563.03","15,126.05","5,300.83","10,601.66","4,524.39",0.30
,FV R 11866,30/07/2020,Cliente General,10042295 EMPAQUE TAPA VOLANTE,1.00,"3,193.28","3,193.28","2,270.46","2,270.46",922.81,0.29
,FV R 11866,30/07/2020,Cliente General,10042296 EMPAQUE CARCASA CLUTCH,1.00,"4,621.85","4,621.85","4,021.02","4,021.02",600.83,0.13
,FV R 11867,30/07/2020,Cliente General,10042296 EMPAQUE CARCASA CLUTCH,1.00,"4,621.85","4,621.85","4,021.02","4,021.02",600.83,0.13
,FV R 11866,30/07/2020,Cliente General,10043059 BALANCIN,1.00,"42,016.81","42,016.81","31,588.00","31,588.00","10,428.81",0.25
,FV R 11866,30/07/2020,Cliente General,10043060 BALANCIN ESCAPE,1.00,"37,815.13","37,815.13","33,288.40","33,288.40","4,526.73",0.12
,FV R 11866,30/07/2020,Cliente General,10043071 EJE CAJA,1.00,"37,815.13","37,815.13","27,183.35","27,183.35","10,631.78",0.28
,FV R 11866,30/07/2020,Cliente General,10043130 CILINDRO COMPLETO,1.00,"103,781.51","103,781.51","79,212.07","79,212.07","24,569.45",0.24
,FV R 11866,30/07/2020,Cliente General,10043130 CILINDRO COMPLETO,1.00,"103,781.51","103,781.51","79,212.07","79,212.07","24,569.45",0.24
,FV R 11866,30/07/2020,Cliente General,10043159 BUJE EJE RUEDA DELANTERA,1.00,"5,042.02","5,042.02","3,034.20","3,034.20","2,007.82",0.40
,FV R 11885,30/07/2020,Cliente General,10043179 BAJ SOPORTE GUARDAFANGO,1.00,"21,155.46","21,155.46","15,546.13","15,546.13","5,609.34",0.27
,FV R 11866,30/07/2020,Cliente General,10043204 CARENAJE FAR SIN PINTAR,1.00,"29,411.76","29,411.76","26,070.00","26,070.00","3,341.76",0.11
,FV R 11866,30/07/2020,Cliente General,10043204 CARENAJE FAR SIN PINTAR,1.00,"32,773.11","32,773.11","26,070.00","26,070.00","6,703.11",0.20
,FV R 11866,30/07/2020,Cliente General,10043205 BAJ VISERA,1.00,"20,168.07","20,168.07","14,641.34","14,641.34","5,526.73",0.27
,FV R 11866,30/07/2020,Cliente General,10043246 COMANDO LUCES DER,1.00,"13,445.38","13,445.38","36,280.00","36,280.00","-22,834.62",-1.70
,FV R 11866,30/07/2020,Cliente General,10043314 EJE SALIDA 36T,1.00,"39,495.80","39,495.80","33,710.23","33,710.23","5,785.56",0.15
,FV R 11867,30/07/2020,Cliente General,10044361 TENSOR CADENILLA,1.00,"22,268.91","22,268.91","19,702.83","19,702.83","2,566.08",0.12
,FV R 11867,30/07/2020,Cliente General,"10045110 FILTRO ACEITE 
REF. JE571007-1",1.00,"11,344.54","11,344.54","8,602.13","8,602.13","2,742.41",0.24
,FV R 11866,30/07/2020,Cliente General,10045575 SWITCHE DE ENCENDIDO,1.00,"21,848.74","21,848.74","52,606.50","52,606.50","-30,757.76",-1.41
,FV R 11866,30/07/2020,Cliente General,10046987 RODAMIENTO BOLAS 6300,1.00,"9,243.70","9,243.70","6,175.00","6,175.00","3,068.70",0.33
,FV R 11866,30/07/2020,Cliente General,10049100 PINON 2A (19T),1.00,"21,428.57","21,428.57","17,220.00","17,220.00","4,208.57",0.20
,FV R 11860,30/07/2020,EDILBERTO OSPINO DE LA CRUZ,11007858 KYM LLANTA QUEEN 120/70_MR_04,1.00,"63,025.21","63,025.21","45,046.00","45,046.00","17,979.21",0.29
,FV R 11866,30/07/2020,Cliente General,11034041 BATERIA MT2.5L-C-GEL-MEGA 12V 2.5AH,1.00,"28,571.43","28,571.43","20,430.00","20,430.00","8,141.43",0.28
,FV R 11866,30/07/2020,Cliente General,20002231 MANUBRIO NEGRO,1.00,"32,352.94","32,352.94","23,201.71","23,201.71","9,151.23",0.28
,FV R 11866,30/07/2020,Cliente General,202032 TUERCA,1.00,420.17,420.17,0.00,0.00,420.17,1.00
,FV R 11861,30/07/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11866,30/07/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"17,000.00","17,000.00","14,245.34","14,245.34","2,754.66",0.16
,FV R 11866,30/07/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,4.00,"17,000.00","68,000.00","14,245.34","56,981.37","11,018.63",0.16
,FV R 11866,30/07/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,5.00,"14,500.00","72,500.00","14,245.34","71,226.71","1,273.29",0.02
,FV R 11867,30/07/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"14,500.00","14,500.00","14,245.34","14,245.34",254.66,0.02
,FV R 11867,30/07/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"17,000.00","17,000.00","14,245.34","14,245.34","2,754.66",0.16
,FV R 11867,30/07/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"17,000.00","34,000.00","14,245.34","28,490.68","5,509.32",0.16
,FV R 11867,30/07/2020,Cliente General,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,1.00,"7,983.19","7,983.19","7,325.00","7,325.00",658.19,0.08
,FV R 11867,30/07/2020,Cliente General,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,1.00,"21,008.40","21,008.40","7,325.00","7,325.00","13,683.40",0.65
,FV R 11866,30/07/2020,Cliente General,7704919374544 KIT ARRASTRE 14_42T_4238H_120_4H,1.00,"25,000.00","25,000.00","20,950.00","20,950.00","4,050.00",0.16
,FV R 11902,31/07/2020,Cliente General,10012590 BANDA FRENO TRAS CON ASBESTO,1.00,"10,966.39","10,966.39","9,532.33","9,532.33","1,434.06",0.13
,FV R 11902,31/07/2020,Cliente General,10012909 CAUCHO CAMPANA,1.00,"11,722.69","11,722.69","2,655.13","2,655.13","9,067.56",0.77
,FV R 11902,31/07/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"13,613.45","13,613.45","8,383.47","8,383.47","5,229.98",0.38
,FV R 11902,31/07/2020,Cliente General,10015285 KIT CALCOMANIA,1.00,"55,000.00","55,000.00","46,444.00","46,444.00","8,556.00",0.16
,FV R 11902,31/07/2020,Cliente General,10015312 KIT EMPAQUES,1.00,"31,932.77","31,932.77","21,620.13","21,620.13","10,312.64",0.32
,FV R 11902,31/07/2020,Cliente General,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"10,777.31","10,777.31","7,430.72","7,430.72","3,346.59",0.31
,FV R 11902,31/07/2020,Cliente General,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,2.00,"10,210.08","20,420.17","7,430.72","14,861.43","5,558.73",0.27
,FV R 11902,31/07/2020,Cliente General,10040566 FILTRO ACEITE,1.00,"4,537.82","4,537.82","3,259.25","3,259.25","1,278.56",0.28
,FV R 11902,31/07/2020,Cliente General,10040641 SOPORTE CARENAJE,1.00,"10,924.37","10,924.37","6,855.83","6,855.83","4,068.54",0.37
,FV R 11902,31/07/2020,Cliente General,10040642 SOPORTE CARENAJE,1.00,"5,462.18","5,462.18","3,303.95","3,303.95","2,158.23",0.40
,FV R 11902,31/07/2020,Cliente General,10040642 SOPORTE CARENAJE,1.00,"5,462.18","5,462.18","3,303.95","3,303.95","2,158.23",0.40
,FV R 11902,31/07/2020,Cliente General,10043020 FLASHER DIRECCIONAL,1.00,"12,773.11","12,773.11","11,296.00","11,296.00","1,477.11",0.12
,FV R 11902,31/07/2020,Cliente General,10043425 BAJ CABLE VELOCIMETRO,1.00,"14,768.91","14,768.91","10,649.45","10,649.45","4,119.45",0.28
,FV R 11902,31/07/2020,Cliente General,10043446 DIRECCIONAL DEL DERECHA,1.00,"14,369.75","14,369.75","10,215.07","10,215.07","4,154.68",0.29
,FV R 11902,31/07/2020,Cliente General,11021442 CADENA TRACTO 428H X 132L,1.00,"10,966.39","10,966.39","9,224.00","9,224.00","1,742.39",0.16
,FV R 11902,31/07/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11902,31/07/2020,Cliente General,36JE0012-1 CILINDRO,1.00,"135,714.29","135,714.29","89,123.00","89,123.00","46,591.29",0.34
,FV R 11868,03/08/2020,AUTOTECNICA COLOMBIANA S.A.S AUTECO,10002599 RODAMIENTO BOLAS CAMP DEL_6203,2.00,"10,084.03","20,168.07","6,828.62","13,657.24","6,510.82",0.32
,FV R 11870,03/08/2020,DE LIMA TORRES JEISON DAVID,10012590 BANDA FRENO TRAS CON ASBESTO,1.00,"13,613.45","13,613.45","9,532.33","9,532.33","4,081.12",0.30
,FV R 11903,03/08/2020,Cliente General,10012590 BANDA FRENO TRAS CON ASBESTO,1.00,"10,000.00","10,000.00","9,532.33","9,532.33",467.67,0.05
,FV R 11870,03/08/2020,DE LIMA TORRES JEISON DAVID,10012909 CAUCHO CAMPANA,4.00,"2,930.67","11,722.69","2,655.13","10,620.52","1,102.17",0.09
,FV R 11870,03/08/2020,DE LIMA TORRES JEISON DAVID,10012919 BANDA FRENO DEL Y TRAS,1.00,"10,966.39","10,966.39","8,383.47","8,383.47","2,582.92",0.24
,FV R 11903,03/08/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,2.00,"12,184.87","24,369.75","8,383.47","16,766.93","7,602.82",0.31
,FV R 11903,03/08/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"23,109.24","23,109.24","16,551.57","16,551.57","6,557.68",0.28
,FV R 11868,03/08/2020,AUTOTECNICA COLOMBIANA S.A.S AUTECO,10015542 KIT GUIA CADENILLA,1.00,"21,680.67","21,680.67","18,690.00","18,690.00","2,990.67",0.14
,FV R 11868,03/08/2020,AUTOTECNICA COLOMBIANA S.A.S AUTECO,10016084 PIN GUIA CILINDRO,1.00,"1,260.50","1,260.50",796.00,796.00,464.50,0.37
,FV R 11903,03/08/2020,Cliente General,10016087 RODAMIENTO BOLAS 6003,1.00,"9,243.70","9,243.70","6,761.00","6,761.00","2,482.70",0.27
,FV R 11903,03/08/2020,Cliente General,10016108 RETEN VALVULA,2.00,"2,941.18","5,882.35","3,391.60","6,783.20",-900.84,-0.15
,FV R 11903,03/08/2020,Cliente General,10016656 RODAMIENTO BOLAS 6002C3,1.00,"5,042.02","5,042.02","5,408.00","5,408.00",-365.98,-0.07
,FV R 11868,03/08/2020,AUTOTECNICA COLOMBIANA S.A.S AUTECO,10039636 CAPUCHON BUJIA DERECHO,1.00,"8,403.36","8,403.36","3,743.00","3,743.00","4,660.36",0.55
,FV R 11868,03/08/2020,AUTOTECNICA COLOMBIANA S.A.S AUTECO,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,2.00,"11,344.54","22,689.08","7,430.72","14,861.43","7,827.64",0.34
,FV R 11870,03/08/2020,DE LIMA TORRES JEISON DAVID,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,2.00,"10,210.08","20,420.17","7,430.72","14,861.43","5,558.73",0.27
,FV R 11868,03/08/2020,AUTOTECNICA COLOMBIANA S.A.S AUTECO,10040566 FILTRO ACEITE,1.00,"5,042.02","5,042.02","3,259.25","3,259.25","1,782.76",0.35
,FV R 11870,03/08/2020,DE LIMA TORRES JEISON DAVID,10040566 FILTRO ACEITE,1.00,"4,537.82","4,537.82","3,259.25","3,259.25","1,278.56",0.28
,FV R 11903,03/08/2020,Cliente General,10042270 GATO LATERAL,1.00,"15,126.05","15,126.05","9,536.07","9,536.07","5,589.98",0.37
,FV R 11903,03/08/2020,Cliente General,10043425 BAJ CABLE VELOCIMETRO,1.00,"14,768.91","14,768.91","10,649.45","10,649.45","4,119.45",0.28
,FV R 11868,03/08/2020,AUTOTECNICA COLOMBIANA S.A.S AUTECO,10044394 EMPAQUE TAPA VOLANTE,1.00,"3,361.34","3,361.34","2,777.17","2,777.17",584.17,0.17
,FV R 11868,03/08/2020,AUTOTECNICA COLOMBIANA S.A.S AUTECO,10044397 EMPAQUE CARCASA CLUTCH,1.00,"5,882.35","5,882.35","3,266.01","3,266.01","2,616.34",0.44
,FV R 11903,03/08/2020,Cliente General,10044612 EMPAQUE CULATA,1.00,"6,722.69","6,722.69","5,845.00","5,845.00",877.69,0.13
,FV R 11868,03/08/2020,AUTOTECNICA COLOMBIANA S.A.S AUTECO,10044911 ANTIVIBRANTE CAPUCHON BUJIA,1.00,"2,941.18","2,941.18","1,854.50","1,854.50","1,086.68",0.37
,FV R 11868,03/08/2020,AUTOTECNICA COLOMBIANA S.A.S AUTECO,10044941 EMPAQUE CILINDRO,1.00,"2,100.84","2,100.84","1,317.73","1,317.73",783.11,0.37
,FV R 11903,03/08/2020,Cliente General,10045798 LEVA PEDAL CAMBIOS,1.00,"10,084.03","10,084.03","7,998.00","7,998.00","2,086.03",0.21
,FV R 11868,03/08/2020,AUTOTECNICA COLOMBIANA S.A.S AUTECO,10046196 CABLE ACELERADOR,1.00,"10,924.37","10,924.37","8,485.67","8,485.67","2,438.70",0.22
,FV R 11868,03/08/2020,AUTOTECNICA COLOMBIANA S.A.S AUTECO,10046421 SOPORTE CARBURADOR,1.00,"7,563.03","7,563.03","5,074.00","5,074.00","2,489.03",0.33
,FV R 11870,03/08/2020,DE LIMA TORRES JEISON DAVID,11021442 CADENA TRACTO 428H X 132L,1.00,"10,966.39","10,966.39","9,224.00","9,224.00","1,742.39",0.16
,FV R 11870,03/08/2020,DE LIMA TORRES JEISON DAVID,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"100,840.00","100,840.00",0.00,0.00,"100,840.00",1.00
,FV R 11868,03/08/2020,AUTOTECNICA COLOMBIANA S.A.S AUTECO,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11870,03/08/2020,DE LIMA TORRES JEISON DAVID,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11903,03/08/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"18,000.00","36,000.00","14,245.34","28,490.68","7,509.32",0.21
,FV R 11903,03/08/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,12.00,"15,500.00","186,000.00","14,245.34","170,944.11","15,055.89",0.08
,FV R 11868,03/08/2020,AUTOTECNICA COLOMBIANA S.A.S AUTECO,T006005 CAMBIO DE RODAMIENTOS DE LA CAJA,1.00,"100,840.00","100,840.00",0.00,0.00,"100,840.00",1.00
,FV R 11906,04/08/2020,Cliente General,0239110003 BATERIA AGM YTX5L-BS GRIZZLY POWER MAX,1.00,"49,285.71","49,285.71","36,655.20","36,655.20","12,630.51",0.26
,FV R 11906,04/08/2020,Cliente General,0239110006 BATERIA AGM YTX7A-BS GRIZZLY POWER MAX,1.00,"44,117.65","44,117.65","45,528.90","45,528.90","-1,411.25",-0.03
,FV R 11876,04/08/2020,Cliente General,0267011719 300-17 6L LLANTA SECURA M86 TT,1.00,"74,789.92","74,789.92","54,340.00","54,340.00","20,449.92",0.27
,FV R 11876,04/08/2020,Cliente General,0267011719 300-17 6L LLANTA SECURA M86 TT,1.00,"78,991.60","78,991.60","54,340.00","54,340.00","24,651.60",0.31
,FV R 11876,04/08/2020,Cliente General,0267011720 275-17 SECURA F85 TL CEAT,1.00,"54,621.85","54,621.85","42,122.83","42,122.83","12,499.02",0.23
,FV R 11871,04/08/2020,Cliente General,0267011722 100/80-17 ZOOM PLUS F TL CEAT,1.00,"2,941.18","2,941.18","58,438.77","58,438.77","-55,497.59",-18.87
,FV R 11871,04/08/2020,Cliente General,10007249 FILTRO AIRE,1.00,"22,689.08","22,689.08","17,588.00","17,588.00","5,101.08",0.22
,FV R 11874,04/08/2020,Cliente General,10007252 FILTRO AIRE,1.00,"45,378.15","45,378.15","29,862.00","29,862.00","15,516.15",0.34
,FV R 11874,04/08/2020,Cliente General,10011600 PORTA FUSIBLE DOBLE,3.00,"1,680.67","5,042.02",0.00,0.00,"5,042.02",1.00
,FV R 11876,04/08/2020,Cliente General,10012521 ACEITE HIDRAULICO 75 1L X1,1.00,"8,403.36","8,403.36",0.00,0.00,"8,403.36",1.00
,FV R 11875,04/08/2020,Cliente General,10012602 BUJE BRAZO OSCILANTE,1.00,"5,042.02","5,042.02","5,199.88","5,199.88",-157.86,-0.03
,FV R 11906,04/08/2020,Cliente General,10012602 BUJE BRAZO OSCILANTE,2.00,"7,983.19","15,966.39","5,199.88","10,399.75","5,566.63",0.35
,FV R 11871,04/08/2020,Cliente General,10012704 REFRIGERANTE M50 1LT X 1 UN,1.00,"7,563.03","7,563.03",0.00,0.00,"7,563.03",1.00
,FV R 11871,04/08/2020,Cliente General,10012885 FILTRO AIRE,1.00,"7,983.19","7,983.19","5,906.96","5,906.96","2,076.23",0.26
,FV R 11906,04/08/2020,Cliente General,10012885 FILTRO AIRE,1.00,"11,331.93","11,331.93","5,906.96","5,906.96","5,424.97",0.48
,FV R 11871,04/08/2020,Cliente General,10012909 CAUCHO CAMPANA,1.00,"9,285.71","9,285.71","2,655.13","2,655.13","6,630.58",0.71
,FV R 11871,04/08/2020,Cliente General,10012909 CAUCHO CAMPANA,1.00,"10,924.37","10,924.37","2,655.13","2,655.13","8,269.24",0.76
,FV R 11871,04/08/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"10,357.14","10,357.14","8,383.47","8,383.47","1,973.68",0.19
,FV R 11906,04/08/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"8,205.88","8,205.88","8,383.47","8,383.47",-177.58,-0.02
,FV R 11876,04/08/2020,Cliente General,10012920 PINON VELOCIMETRO_PLASTICO,1.00,"1,680.67","1,680.67","1,100.00","1,100.00",580.67,0.35
,FV R 11906,04/08/2020,Cliente General,10012931 PASADOR BRAZO OSCIL,1.00,"10,924.37","10,924.37","7,574.50","7,574.50","3,349.87",0.31
,FV R 11874,04/08/2020,Cliente General,10015084 BAJ KIT CUNAS DIRECCION,1.00,"20,756.30","20,756.30","15,511.00","15,511.00","5,245.30",0.25
,FV R 11875,04/08/2020,Cliente General,10015084 BAJ KIT CUNAS DIRECCION,1.00,"18,403.36","18,403.36","15,511.00","15,511.00","2,892.36",0.16
,FV R 11876,04/08/2020,Cliente General,10015084 BAJ KIT CUNAS DIRECCION,1.00,"15,378.15","15,378.15","15,511.00","15,511.00",-132.85,-0.01
,FV R 11874,04/08/2020,Cliente General,10015085 KIT RODAM BOLAS DIR_46 PCS,1.00,"1,596.64","1,596.64","1,315.23","1,315.23",281.41,0.18
,FV R 11875,04/08/2020,Cliente General,10015085 KIT RODAM BOLAS DIR_46 PCS,1.00,"1,596.64","1,596.64","1,315.23","1,315.23",281.41,0.18
,FV R 11876,04/08/2020,Cliente General,10015085 KIT RODAM BOLAS DIR_46 PCS,1.00,"1,008.40","1,008.40","1,315.23","1,315.23",-306.82,-0.30
,FV R 11875,04/08/2020,Cliente General,10015127 ANILLOS STD,1.00,"22,268.91","22,268.91","15,860.98","15,860.98","6,407.93",0.29
,FV R 11906,04/08/2020,Cliente General,10015127 ANILLOS STD,1.00,"21,100.84","21,100.84","15,860.98","15,860.98","5,239.86",0.25
,FV R 11871,04/08/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"23,193.28","23,193.28","16,551.57","16,551.57","6,641.71",0.29
,FV R 11871,04/08/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"24,369.75","24,369.75","16,551.57","16,551.57","7,818.18",0.32
,FV R 11875,04/08/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"24,369.75","24,369.75","16,551.57","16,551.57","7,818.18",0.32
,FV R 11876,04/08/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"21,848.74","21,848.74","16,551.57","16,551.57","5,297.17",0.24
,FV R 11906,04/08/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"20,714.29","20,714.29","16,551.57","16,551.57","4,162.72",0.20
,FV R 11874,04/08/2020,Cliente General,10015388 BAJ KIT CUNAS DIRECCION,1.00,"36,134.45","36,134.45","25,718.00","25,718.00","10,416.45",0.29
,FV R 11906,04/08/2020,Cliente General,10015388 BAJ KIT CUNAS DIRECCION,1.00,"21,848.74","21,848.74","25,718.00","25,718.00","-3,869.26",-0.18
,FV R 11874,04/08/2020,Cliente General,10016089 CANASTILLA EJE CLUTCH,1.00,"4,789.92","4,789.92","3,844.92","3,844.92",944.99,0.20
,FV R 11875,04/08/2020,Cliente General,10016108 RETEN VALVULA,2.00,"2,941.18","5,882.35","3,391.60","6,783.20",-900.84,-0.15
,FV R 11875,04/08/2020,Cliente General,10016111 RETEN PLATO BOBINAS_17_31_7,1.00,"3,781.51","3,781.51","2,780.55","2,780.55","1,000.97",0.26
,FV R 11875,04/08/2020,Cliente General,10016641 RODAMIENTO BOLAS CIGUENAL 6304,2.00,"13,193.28","26,386.55","9,571.03","19,142.05","7,244.50",0.27
,FV R 11876,04/08/2020,Cliente General,10016877 ARANDELA CORONA CLUTCH,1.00,"2,016.81","2,016.81","1,580.00","1,580.00",436.81,0.22
,FV R 11871,04/08/2020,Cliente General,10024031 KYM CABLE VELOCIMETRO COMPLETO,1.00,"20,420.17","20,420.17","19,456.00","19,456.00",964.17,0.05
,FV R 11871,04/08/2020,Cliente General,10040494 TAPA FILTRO ACEITE,1.00,"3,214.29","3,214.29","2,187.36","2,187.36","1,026.92",0.32
,FV R 11876,04/08/2020,Cliente General,10040494 TAPA FILTRO ACEITE,1.00,"3,361.34","3,361.34","2,187.36","2,187.36","1,173.98",0.35
